CDSCode,NCESDist,County,District,Street,City,Zip,State,Website (Orig),DOC,DOCType,Latitude,Longitude,LastUpdate,Student Count,LEP,IEP,FRL,fetchCount,Twitter Account,Facebook Account,Verified,Comment,Final Website (Redirect or lookup)
33316250000000,600007,Riverside,California School for the Deaf-Riverside (State Special Schl),3044 Horace Street,Riverside,92506-4498,CA,www.csdr-cde.ca.gov,31,State Special Schools,33.943666,-117.37881,9/3/2014,383,0,401,119,25,,http://www.facebook.com/CSDRiverside,Trust,,http://www.csdr-cde.ca.gov
33669770000000,602430,Riverside,Alvord Unified,10365 Keller Avenue,Riverside,92505-1349,CA,www.alvord.k12.ca.us,54,Unified School District,33.93324,-117.48046,6/23/2015,19444,8048,1900,15123,73,https://twitter.com/AlvordUnified,https://www.facebook.com/AlvordUnified,Manual,,http://alvordschools.org/site/default.aspx?PageID=1
33669850000000,603840,Riverside,Banning Unified,161 West Williams Street,Banning,92220-4746,CA,www.banning.k12.ca.us,54,Unified School District,33.927254,-116.87845,6/23/2015,4468,817,407,3806,70,,https://www.facebook.com/pages/Banning-Unified-School-District-Schools/161575147201156,Trust,,http://www.banning.k12.ca.us
33669930000000,604290,Riverside,Beaumont Unified,350 West Brookside,Beaumont,92223-0187,CA,www.beaumontusd.k12.ca.us,54,Unified School District,33.93589,-116.988,6/23/2015,9022,1217,893,5274,0,https://twitter.com/Beaumont_SD,https://www.facebook.com/BeaumontUSD,Manual,,http://www.beaumontusd.k12.ca.us
33670330000000,609850,Riverside,Corona-Norco Unified,2820 Clark Avenue,Norco,92860-1903,CA,www.cnusd.k12.ca.us,54,Unified School District,33.923213,-117.56109,8/5/2015,53743,7019,6105,21907,69,https://twitter.com/CNUSD,https://www.facebook.com/CNUSD,Trust,,http://www.cnusd.k12.ca.us/site/default.aspx?PageID=1
33670410000000,611100,Riverside,Desert Center Unified,1434 Kaiser Road,Desert Center,92239-0006,CA,http://dcusd-ca.schoolloop.com/,54,Unified School District,33.85512,-115.47808,1/29/2016,14,0,1,9,59,,,Yes,,http://dcusd-ca.schoolloop.com/
33670580000000,611110,Riverside,Desert Sands Unified,47-950 Dune Palms Road,La Quinta,92253-4000,CA,www.dsusd.us/dsusd/,54,Unified School District,33.702982,-116.27519,6/23/2015,29155,7081,2992,17334,0,,,Yes,,https://www.dsusd.us/dsusd/
33670820000000,616920,Riverside,Hemet Unified,1791 West Acacia Avenue,Hemet,92545-3797,CA,www.hemetusd.org,54,Unified School District,33.743742,-116.98901,6/23/2015,21468,2915,3122,17116,73,https://twitter.com/HemetUnified,https://www.facebook.com/hemetusd,Trust,,http://www.hemetusd.org
33670900000000,619260,Riverside,Jurupa Unified,4850 Pedley Road,Jurupa Valley,92509-3966,CA,www.jusd.k12.ca.us,54,Unified School District,33.999891,-117.47536,6/23/2015,19420,7308,1985,14482,66,https://twitter.com/JurupaUSD,https://www.facebook.com/Jurupa-Unified-School-District-294746930678177,Manual,,http://jurupausd.org/Pages/default.aspx
33671160000000,624540,Riverside,Menifee Union Elementary,30205 Menifee Road,Menifee,92584-8109,CA,www.menifeeusd.org,52,Elementary School District,33.678082,-117.15443,6/23/2015,10582,1109,1055,4285,62,https://www.twitter.com/MenifeeUSD,https://www.facebook.com/menifeeusd,Trust,,http://www.menifeeusd.org
33671240000000,625800,Riverside,Moreno Valley Unified,25634 Alessandro Boulevard,Moreno Valley,92553-4306,CA,www.mvusd.net,54,Unified School District,33.917334,-117.21514,6/23/2015,34402,8265,4182,27959,51,https://twitter.com/morenovalleyusd,https://www.facebook.com/MorenoValleyUnifiedSchoolDistrict/,Manual,,http://www.mvusd.net
33671570000000,627780,Riverside,Nuview Union,29780 Lakeview Avenue,Nuevo,92567-9706,CA,www.nuview.k12.ca.us,52,Elementary School District,33.821178,-117.13018,6/23/2015,2810,550,123,2080,60,https://twitter.com/NUSDnews,,Manual,,http://www.nuviewusd.org/
33671730000000,629550,Riverside,Palm Springs Unified,980 East Tahquitz Canyon Way,Palm Springs,92262-0119,CA,www.psusd.us,54,Unified School District,33.82324,-116.53514,6/23/2015,23273,7541,2141,18458,73,http://twitter.com/psusd,https://www.facebook.com/pages/Palm-Springs-Unified-School-District/550032258375171,Trust,,http://www.psusd.us
33671810000000,629640,Riverside,Palo Verde Unified,295 North First Street,Blythe,92225-1703,CA,www.pvusd.us,54,Unified School District,33.613925,-114.59557,6/23/2015,3332,373,332,2427,45,,,Yes,,http://www.pvusd.us
33671990000000,630180,Riverside,Perris Elementary,143 East First Street,Perris,92570-2113,CA,www.perris.k12.ca.us,52,Elementary School District,33.785506,-117.22711,6/23/2015,5882,3148,342,5323,72,,https://www.facebook.com/EnchantedHillsElementary,Trust,,http://www.perris.k12.ca.us/site/default.aspx?PageID=1
33672070000000,630210,Riverside,Perris Union High,155 East Fourth Street,Perris,92570-2124,CA,www.puhsd.org,56,High School District,33.782369,-117.22736,6/23/2015,10415,1827,833,7303,73,https://twitter.com/puhsd,https://www.facebook.com/PerrisUnionHSD,Trust,,http://www.puhsd.org
33672150000000,633150,Riverside,Riverside Unified,3380 14th Street,Riverside,92516-2800,CA,www.rusd.k12.ca.us,54,Unified School District,33.97393,-117.37465,7/7/2015,42477,7370,4665,27085,145,https://twitter.com/rusdlink,https://www.facebook.com/RUSDLink/,Manual,,http://www.rusdlink.org/site/default.aspx?PageID=1
33672310000000,633390,Riverside,Romoland Elementary,25900 Leon Road,Homeland,92548-9141,CA,www.romoland.net,52,Elementary School District,33.745231,-117.11899,12/18/2015,3397,902,369,2194,73,https://twitter.com/RomolandSD,https://www.facebook.com/RomolandSD,Trust,,http://www.romoland.net/site/default.aspx?PageID=1
33672490000000,634440,Riverside,San Jacinto Unified,2045 South San Jacinto Avenue,San Jacinto,92583-5626,CA,www.sanjacinto.k12.ca.us,54,Unified School District,33.765556,-116.95869,6/23/2015,10283,2330,1217,7951,63,,https://www.facebook.com/SanJacintoUSD/?ref=hl,Trust,,http://www.sanjacinto.k12.ca.us
33736760000000,609070,Riverside,Coachella Valley Unified,87-225 Church Street,Thermal,92274-0847,CA,www.cvusd.us,54,Unified School District,33.638432,-116.14174,8/13/2015,18834,9908,1670,14942,21,https://twitter.com/C_V_U_S_D,https://www.facebook.com/CoachellaValleyUSD,Manual,,http://www.cvusd.us
33744920000000,600094,Riverside,Riverside County Office Of Education ROP,3939 13th Street,Riverside,92502,CA,,98,Regional Occupation Center/Program (ROC/P),33.978494,-117.38054,11/23/2015,‡,–,–,‡,#N/A,https://twitter.com/RCOE1,https://www.facebook.com/RiversideCOE,Manual,,http://www.rcoe.us/career-technical-education/cterop/
33751760000000,600027,Riverside,Lake Elsinore Unified,545 Chaney Street,Lake Elsinore,92530-2723,CA,www.leusd.k12.ca.us,54,Unified School District,33.682699,-117.3361,6/23/2015,22289,3287,2682,13454,57,https://www.twitter.com/LakeElsinoreUSD,https://www.facebook.com/LakeElsinoreUSD,Trust,,http://www.leusd.k12.ca.us
33751920000000,600028,Riverside,Temecula Valley Unified,31350 Rancho Vista Road,Temecula,92592-6202,CA,www.tvusd.k12.ca.us,54,Unified School District,33.503394,-117.118,6/23/2015,30030,1547,3658,5954,27,https://twitter.com/tvusd,https://www.facebook.com/TVUSD,Trust,,http://www.tvusd.k12.ca.us
33752000000000,600029,Riverside,Murrieta Valley Unified,41870 McAlby Court,Murrieta,92562-7021,CA,www.murrieta.k12.ca.us,54,Unified School District,33.530387,-117.18512,6/23/2015,22999,1060,2832,7616,73,https://twitter.com/MurrietaUSD,https://www.facebook.com/MVUSD,Trust,,http://www.murrieta.k12.ca.us/site/default.aspx?PageID=1
33752420000000,691135,Riverside,Val Verde Unified,975 West Morgan Street,Perris,92571-3103,CA,www.valverde.edu,54,Unified School District,33.837382,-117.21404,7/22/2015,19776,4642,1941,15627,62,http://twitter.com/ValVerdeUSD,http://www.facebook.com/valverdeusd,Trust,,http://www.valverde.edu
33769430000000,601434,Riverside,SBE - Baypoint Preparatory Academy,26089 Girard Street,Hemet,92544-8701,CA,,2,State Board of Education,33.743482,-116.95511,2/11/2016,#N/A,#N/A,#N/A,#N/A,145,,https://www.facebook.com/baypointacademy/,Manual,,https://www.facebook.com/baypointacademy/
34103480000000,691027,Sacramento,Sacramento County Office of Education,10474 Mather Boulevard,Mather,95655-9003,CA,www.scoe.net,0,County Office of Education (COE),38.566581,-121.29908,6/23/2015,1570,145,567,1162,40,https://twitter.com/sac_coe,https://www.facebook.com/sac.coe,Trust,,http://www.scoe.net/Pages/default.aspx
34322760000000,601422,Sacramento,California Education Authority (CEA) Headquarters,"8260 Longleaf Drive, Building C, 2nd Floor",Elk Grove,95758,CA,,34,Non-School Locations,38.417666,-121.39982,1/30/2016,494,106,0,482,#N/A,,,404,,#N/A
34672800000000,603060,Sacramento,Arcohe Union Elementary,11755 Ivie Road,Herald,95638-8317,CA,www.arcohe.net,52,Elementary School District,38.294654,-121.24197,10/9/2015,390,75,28,203,44,,https://www.facebook.com/arcohe,Trust,,http://www.arcohe.net
34673140000000,612330,Sacramento,Elk Grove Unified,9510 Elk Grove-Florin Road,Elk Grove,95624-1801,CA,www.egusd.net,54,Unified School District,38.411756,-121.37162,6/23/2015,62252,10479,6645,30668,70,http://twitter.com/elkgroveunified,http://www.facebook.com/ElkGroveUnified,Trust,,http://www.egusd.net
34673220000000,612600,Sacramento,Elverta Joint Elementary,7900 Eloise Avenue,Elverta,95626-9217,CA,www.ejesd.net,52,Elementary School District,38.712268,-121.46373,6/23/2015,314,57,35,217,30,,,Yes,,http://www.ejesd.net
34673300000000,613890,Sacramento,Folsom-Cordova Unified,1965 Birkmont Drive,Rancho Cordova,95742-6407,CA,www.fcusd.org,54,Unified School District,38.632798,-121.2,6/23/2015,19326,2271,2268,6918,71,http://www.twitter.com/folsomcordova,http://www.facebook.com/folsomcordova,Trust,,http://www.fcusd.org/site/default.aspx?PageID=1
34673480000000,614790,Sacramento,Galt Joint Union Elementary,"1018 C Street, Suite 210",Galt,95632-1771,CA,www.galt.k12.ca.us,52,Elementary School District,38.252426,-121.29764,1/22/2016,3779,776,608,2415,1,,,Yes,,http://www.galt.k12.ca.us
34673550000000,614820,Sacramento,Galt Joint Union High,12945 Marengo Road,Galt,95632-1720,CA,www.ghsd.k12.ca.us/district,56,High School District,38.285265,-121.28259,8/13/2015,2311,151,251,1268,72,,,Yes,,http://www.ghsd.k12.ca.us/
34674130000000,633110,Sacramento,River Delta Joint Unified,445 Montezuma Street,Rio Vista,94571-1651,CA,http://riverdelta.org,54,Unified School District,38.15759,-121.69456,6/23/2015,2290,628,262,1132,62,,,Yes,,http://rdusd-ca.schoolloop.com/
34674210000000,633240,Sacramento,Robla Elementary,5248 Rose Street,Sacramento,95838-1633,CA,www.robla.k12.ca.us,52,Elementary School District,38.662954,-121.44718,6/23/2015,2198,943,261,2002,69,https://twitter.com/BellAveSchool,https://www.facebook.com/RoblaSD,Trust,,http://www.robla.k12.ca.us
34674390000000,633840,Sacramento,Sacramento City Unified,5735 47th Avenue,Sacramento,95824-4528,CA,www.scusd.edu,54,Unified School District,38.510479,-121.43962,6/23/2015,46747,10222,6025,33574,72,,http://www.facebook.com/scusd,Trust,,http://www.scusd.edu
34674470000000,634620,Sacramento,San Juan Unified,3738 Walnut Avenue,Carmichael,95608-3056,CA,www.sanjuan.edu,54,Unified School District,38.633301,-121.34598,6/23/2015,48903,5229,5619,24267,73,https://twitter.com/sanjuanunified,https://www.facebook.com/SanJuanUnified,Trust,,http://www.sanjuan.edu/site/default.aspx?PageID=1
34739730000000,607900,Sacramento,Center Joint Unified,8408 Watt Avenue,Antelope,95843-9116,CA,www.centerusd.k12.ca.us,54,Unified School District,38.721839,-121.39239,6/23/2015,4621,686,636,2714,5,https://twitter.com/centerusd,https://www.facebook.com/centerusd,Manual,,http://www.centerusd.k12.ca.us
34745000000000,600095,Sacramento,Sacramento County ROP,10541 Norden Ave,Mather,95655,CA,,98,Regional Occupation Center/Program (ROC/P),38.566239,-121.29618,1/31/2016,‡,–,–,‡,#N/A,https://twitter.com/sac_coe,https://www.facebook.com/sac.coe,Manual,,http://www.scoe.net/services/Pages/default.aspx
34752830000000,600036,Sacramento,Natomas Unified,1901 Arena Boulevard,Sacramento,95834-1905,CA,www.natomas.k12.ca.us,54,Unified School District,38.64707,-121.50725,6/23/2015,13152,1995,1302,6255,59,,,Yes,,https://natomasunified.org/
34765050000000,601332,Sacramento,Twin Rivers Unified,5115 Dudley Boulevard,McClellan,95652-1024,CA,www.twinriversusd.org,54,Unified School District,38.659999,-121.38824,6/23/2015,31062,8693,3563,26988,58,http://twitter.com/Trusdschools,http://www.facebook.com/twinriversusd,Trust,,http://www.twinriversusd.org
34769350000000,601432,Sacramento,SBE - Paramount Collegiate Academy,4010 El Camino Avenue,Sacramento,95821-6602,CA,www.pcaeducation.org,2,State Board of Education,38.60963,-121.37041,2/11/2016,#N/A,#N/A,#N/A,#N/A,1,,https://www.facebook.com/Paramount-Collegiate-Academy-1415201725380016/,Manual,,http://www.pcaeducation.org
35103550000000,691028,San Benito,San Benito County Office of Education,460 Fifth Street,Hollister,95023-3841,CA,www.sbcoe.org,0,County Office of Education (COE),36.851587,-121.40491,6/23/2015,126,28,78,61,69,,http://www.facebook.com/San-Benito-County-Office-Of-Education-843982642361608/?fref=ts,Trust,,http://www.sbcoe.org
35674540000000,605190,San Benito,Bitterwater-Tully Elementary,"45980 Airline Hwy,, State Highway 25",King City,93930,CA,,52,Elementary School District,36.262663,-120.93319,3/24/2015,25,6,4,0,62,,,Dup,,http://www.sbcoe.k12.ca.us/District/1272-Untitled.html
35674620000000,608640,San Benito,Cienega Union Elementary,11936 Cienega Road,Hollister,95023-9697,CA,www.sbcoe.k12.ca.us/cienega.html,52,Elementary School District,36.720866,-121.35145,7/2/2013,32,7,4,0,#N/A,,https://www.facebook.com/San-Benito-County-Office-Of-Education-843982642361608,Manual,,http://www.sbcoe.k12.ca.us/
35674700000000,617340,San Benito,Hollister,2690 Cienega Road,Hollister,95023-9687,CA,www.hesd.org,52,Elementary School District,36.824401,-121.40203,6/23/2015,5660,2224,566,3516,46,,https://www.facebook.com/pages/Hollister-School-District/350732021735159,Trust,,http://www.hesd.org
35674880000000,618810,San Benito,Jefferson Elementary,221 Old Hernandez Road,Paicines,95043-9713,CA,www.sbcoe.k12.ca.us/districts/jefferson.html,52,Elementary School District,36.504267,-121.08366,3/26/2015,21,9,3,0,#N/A,,,Dup,,http://www.sbcoe.k12.ca.us/
35675040000000,627480,San Benito,North County Joint Union Elementary,500 Spring Grove Road,Hollister,95023-9366,CA,www.ncjusd.k12.ca.us,52,Elementary School District,36.91427,-121.35905,6/23/2015,769,158,77,350,40,,,Yes,,http://www.ncjusd.k12.ca.us
35675200000000,629770,San Benito,Panoche Elementary,31441 Panoche Road,Paicines,95043-9707,CA,www.sbcoe.k12.ca.us/districts/panoche.html,52,Elementary School District,36.606196,-120.86288,3/25/2015,3,3,0,0,#N/A,,,Dup,,http://www.sbcoe.k12.ca.us/
35675380000000,634140,San Benito,San Benito High,1220 Monterey Street,Hollister,95023-4708,CA,www.sbhsd.k12.ca.us,56,High School District,36.840907,-121.40424,6/23/2015,3009,347,326,1201,76,https://twitter.com/BalerNews,https://www.facebook.com/john.perales.127,Trust,,http://www.sbhsd.k12.ca.us
35675530000000,637650,San Benito,Southside Elementary,4991 Southside Road,Hollister,95023-9637,CA,www.sbcoe.k12.ca.us/districts/southside.html,52,Elementary School District,36.806865,-121.36745,7/2/2013,261,57,24,0,#N/A,,,Dup,,http://www.sbcoe.k12.ca.us/
35675610000000,639690,San Benito,Tres Pinos Union Elementary,5635 Airline Highway,Tres Pinos,95075,CA,www.sbcoe.k12.ca.us/tres.pinos.html,52,Elementary School District,36.801435,-121.33608,3/24/2015,132,5,18,13,#N/A,,,Dup,,http://www.sbcoe.k12.ca.us/
35675790000000,642630,San Benito,Willow Grove Union Elementary,11655 Airline Highway,Paicines,95043-0046,CA,www.sbcoe.k12.ca.us/willow.grove.html,52,Elementary School District,36.7352,-121.2799,11/10/2015,17,5,4,0,#N/A,,,Dup,,http://www.sbcoe.k12.ca.us/
35752590000000,691136,San Benito,Aromas/San Juan Unified,2300 San Juan Highway,San Juan Bautista,95045-9557,CA,www.asjusd.k12.ca.us,54,Unified School District,36.880397,-121.55432,8/4/2015,1149,313,114,704,66,https://twitter.com/ASJUSDSPED,,Trust,,http://www.asjusd.k12.ca.us
36103630000000,691029,San Bernardino,San Bernardino County Office of Education,601 North E Street,San Bernardino,92415-0020,CA,www.sbcss.k12.ca.us,0,County Office of Education (COE),34.090135,-117.29411,8/31/2015,3175,629,2666,1817,74,https://twitter.com/SBCSS,https://www.facebook.com/pages/San-Bernardino-County-Superintendent-of-Schools/159328807447864,Trust,,http://www.sbcss.k12.ca.us
36675870000000,601710,San Bernardino,Adelanto Elementary,11824 Air Expressway,Adelanto,92301-0070,CA,www.aesd.net,52,Elementary School District,34.572054,-117.40651,6/23/2015,9740,1897,1104,8131,63,,,Yes,,http://www.aesd.net
36675950000000,602160,San Bernardino,Alta Loma Elementary,9390 Base Line Road,Alta Loma,91701-5821,CA,www.alsd.k12.ca.us,52,Elementary School District,34.122372,-117.60006,6/23/2015,6004,325,647,1867,21,https://twitter.com/AltaLomaSD,https://www.facebook.com/AltaLomaSD,Trust,,http://www.alsd.k12.ca.us
36676110000000,604020,San Bernardino,Barstow Unified,551 South Avenue H,Barstow,92311-2500,CA,www.barstow.k12.ca.us,54,Unified School District,34.890217,-117.0475,6/23/2015,5775,758,704,4289,74,,,Yes,,http://www.barstow.k12.ca.us
36676370000000,604230,San Bernardino,Bear Valley Unified,42271 Moonridge Road,Big Bear Lake,92315-1529,CA,www.bearvalleyusd.org,54,Unified School District,34.242855,-116.88114,12/23/2015,2541,352,299,1692,65,,http://www.facebook.com/pages/Bear-Valley-Unified-School-District/145907298764366,Trust,,http://www.bearvalleyusd.org
36676450000000,607950,San Bernardino,Central Elementary,"10601 Church Street, Suite 112",Rancho Cucamonga,91730-6863,CA,www.csd-ca.schoolloop.com,52,Elementary School District,34.113116,-117.57188,10/9/2015,4708,619,449,2651,60,,,Yes,,http://www.csd-ca.schoolloop.com
36676520000000,608160,San Bernardino,Chaffey Joint Union High,211 West Fifth Street,Ontario,91762-1698,CA,www.cjuhsd.net,56,High School District,34.081505,-117.65384,6/23/2015,24681,2502,2909,13315,68,https://twitter.com/CJUHSD,,Manual,,http://cjuhsd-ca.schoolloop.com/
36676780000000,608460,San Bernardino,Chino Valley Unified,5130 Riverside Drive,Chino,91710-4130,CA,www.chino.k12.ca.us,54,Unified School District,34.019102,-117.69283,6/23/2015,30199,4082,3676,13119,72,https://twitter.com/cvusdnews,https://www.facebook.com/chinovalleyusd,Trust,,http://www.chino.k12.ca.us/site/default.aspx?PageID=1
36676860000000,609390,San Bernardino,Colton Joint Unified,1212 Valencia Drive,Colton,92324-1798,CA,www.colton.k12.ca.us,54,Unified School District,34.079698,-117.33378,6/23/2015,23307,6181,2464,18790,72,https://twitter.com/ColtonJUSD,http://www.facebook.com/APPLEScholarshipFoundation,Trust,,http://www.colton.k12.ca.us/education/components/scrapbook/default.php?sectionid=1
36676940000000,616300,San Bernardino,Cucamonga Elementary,8776 Archibald Avenue,Rancho Cucamonga,91730-4698,CA,www.cuca.k12.ca.us,52,Elementary School District,34.09323,-117.59354,7/2/2013,2487,534,263,1585,57,https://twitter.com/cuca_supt,,Trust,,http://www.cuca.k12.ca.us
36677020000000,612960,San Bernardino,Etiwanda Elementary,6061 East Avenue,Etiwanda,91739-2218,CA,www.etiwanda.k12.ca.us,52,Elementary School District,34.144274,-117.51464,6/23/2015,13608,1198,1763,4437,74,http://www.twitter.com/EtiwandaSD,http://www.facebook.com/EtiwandaSchoolDistrict,Trust,,http://www.etiwanda.k12.ca.us
36677100000000,613920,San Bernardino,Fontana Unified,9680 Citrus Avenue,Fontana,92335-5571,CA,www.fusd.net,54,Unified School District,34.076989,-117.45379,6/23/2015,39952,14197,5000,33147,72,https://twitter.com/FontanaUnified,https://www.facebook.com/pages/Fontana-Unified-School-District/416399911734288,Trust,,http://www.fusd.net
36677360000000,616860,San Bernardino,Helendale Elementary,15350 Riverview Road,Helendale,92342-0249,CA,www.helendalesd.org,52,Elementary School District,34.740386,-117.32908,6/23/2015,1489,39,76,386,55,,https://www.facebook.com/Helendale-School-District-155741644465270/,Manual,,http://www.helendalesd.org
36677770000000,625860,San Bernardino,Morongo Unified,5715 Utah Trail,Twentynine Palms,92277-0980,CA,www.morongo.k12.ca.us,54,Unified School District,34.150172,-116.03654,8/4/2015,9021,346,1243,5788,60,,,Yes,,http://www.morongo.k12.ca.us
36677850000000,626220,San Bernardino,Mountain View Elementary,2585 South Archibald Avenue,Ontario,91761-8146,CA,www.mtnview.k12.ca.us,52,Elementary School District,34.026897,-117.59313,11/20/2014,2668,633,242,1699,49,,,Yes,,http://www.mtnview.k12.ca.us
36677930000000,626340,San Bernardino,Mt. Baldy Joint Elementary,1 Mount Baldy Road,Mt. Baldy,91759-0489,CA,www.mtbaldy.k12.ca.us,52,Elementary School District,34.249902,-117.63855,12/10/2015,135,0,12,15,23,,,Yes,,http://mtbaldy.k12.ca.us/
36678010000000,626760,San Bernardino,Needles Unified,1900 Erin Drive,Needles,92363-2623,CA,www.needlesusd.org,54,Unified School District,34.838463,-114.61777,6/23/2015,839,10,80,512,68,https://twitter.com/StitchinNeedles,https://www.facebook.com/CityofNeedles,Trust,,http://www.needlesusd.org
36678190000000,628470,San Bernardino,Ontario-Montclair,950 West D Street,Ontario,91762-3026,CA,www.omsd.net,52,Elementary School District,34.067031,-117.66666,6/23/2015,22738,10564,2245,19502,66,,,Yes,,http://omsd.omsd.net/Pages/default.aspx
36678270000000,628950,San Bernardino,Oro Grande Elementary,19175 Third Street,Oro Grande,92368-0386,CA,http://orogrande.net,52,Elementary School District,34.598683,-117.33317,10/9/2015,3789,251,131,2178,49,,,Yes,,http://orogrande.net
36678430000000,632070,San Bernardino,Redlands Unified,20 West Lugonia Avenue,Redlands,92374-2234,CA,www.redlands.k12.ca.us,54,Unified School District,34.070082,-117.18294,6/23/2015,21029,1966,2747,11517,66,https://twitter.com/RedlandsUSDSupt,,Trust,,http://www.redlands.k12.ca.us
36678500000000,632370,San Bernardino,Rialto Unified,182 East Walnut Avenue,Rialto,92376-3530,CA,www.rialto.k12.ca.us,54,Unified School District,34.128701,-117.37167,7/1/2015,26433,6788,2527,21177,1,https://twitter.com/rialtousd,https://www.facebook.com/rialtounified,Manual,,http://www.rialto.k12.ca.us
36678680000000,632610,San Bernardino,Rim of the World Unified,27315 North Bay Road,Blue Jay,92317,CA,www.rimsd.k12.ca.us,54,Unified School District,34.250191,-117.20291,7/6/2015,3900,459,491,1849,13,https://twitter.com/ROWUSD,https://www.facebook.com/ROWUSD,Manual,,http://www.rimsd.k12.ca.us
36678760000000,634170,San Bernardino,San Bernardino City Unified,777 North F Street,San Bernardino,92410-3017,CA,www.sbcusd.com,54,Unified School District,34.113461,-117.29633,6/23/2015,53650,14867,5532,48873,35,,https://www.facebook.com/SanBernardinoUSD,Trust,,http://www.sbcusd.com
36678920000000,639840,San Bernardino,Trona Joint Unified,83600 Trona Road,Trona,93562-2101,CA,www.trona.k12.ca.us,54,Unified School District,35.771921,-117.36871,6/23/2015,244,0,32,170,43,,,Yes,,http://trona.tjusd.net/
36679180000000,641040,San Bernardino,Victor Elementary,12219 2nd Avenue,Victorville,92395-5770,CA,www.vesd.net,52,Elementary School District,34.47344,-117.29844,6/23/2015,12020,2219,1084,9502,44,,,Yes,,http://www.vesd.net
36679340000000,636972,San Bernardino,Victor Valley Union High,16350 Mojave Drive,Victorville,92395-3655,CA,www.vvuhsd.org,56,High School District,34.529042,-117.30746,9/19/2014,14179,1150,1324,10588,71,,https://www.facebook.com/pages/Victor-Valley-Union-High-School-District/613936298658605,Trust,,http://www.vvuhsd.org
36679590000000,643560,San Bernardino,Yucaipa-Calimesa Joint Unified,12797 Third Street,Yucaipa,92399-4544,CA,www.yucaipaschools.com,54,Unified School District,34.021611,-117.04747,10/19/2015,9753,912,968,4835,1,,,Yes,,http://www.yucaipaschools.com
36738580000000,603610,San Bernardino,Baker Valley Unified,72100 School House Lane,Baker,92309,CA,www.baker.k12.ca.us/baker.htm,54,Unified School District,35.273206,-116.07239,6/23/2015,‡,82,29,‡,0,,,Yes,,http://www.baker.k12.ca.us/baker.htm
36738900000000,636820,San Bernardino,Silver Valley Unified,35320 Daggett Yermo Road,Yermo,92398-0847,CA,www.svusdk12.net,54,Unified School District,34.8971,-116.8868,6/23/2015,2366,109,350,1154,1,,,Yes,,http://www.svusdk12.net
36739570000000,636970,San Bernardino,Snowline Joint Unified,4075 Nielson Road,Phelan,92329-6000,CA,www.snowlineschools.com,54,Unified School District,34.418981,-117.57287,6/23/2015,7824,923,967,4192,42,,https://www.facebook.com/SnowlineJUSD,Trust,,http://www.snowlineschools.com
36741380000000,600130,San Bernardino,Colton-Redlands-Yucaipa ROP,1214 Indiana Court,Redlands,92374,CA,,98,Regional Occupation Center/Program (ROC/P),34.068289,-117.20579,11/23/2015,‡,–,–,‡,66,https://twitter.com/CRYROP,https://www.facebook.com/cryrop,Manual,,http://www.cryrop.org/
36742110000000,600131,San Bernardino,Baldy View ROP,"8265 Aspen Avenue, Suite 100",Rancho Cucamonga,91730,CA,,98,Regional Occupation Center/Program (ROC/P),34.103619,-117.56974,1/30/2016,‡,–,–,‡,74,https://twitter.com/BaldyViewROP,https://www.facebook.com/Baldy-View-ROP-149394085114707/?ref=hl,Manual,,http://www.baldyviewrop.com/site/default.aspx?PageID=1
36745180000000,600132,San Bernardino,San Bernardino County ROP,144 North Mount View Avenue,San Bernardino,92408,CA,,98,Regional Occupation Center/Program (ROC/P),34.10152,-117.28771,1/30/2016,‡,–,–,‡,15,,,Yes,,http://rop.cc/
36750440000000,600014,San Bernardino,Hesperia Unified,15576 Main Street,Hesperia,92345-3482,CA,www.hesperiausd.org,54,Unified School District,34.424676,-117.32244,2/25/2016,23518,4159,2006,15427,39,https://twitter.com/Hesperia_USD,https://www.facebook.com/HesperiaUnified,Trust,,http://www.hesperiausd.org
36750510000000,600015,San Bernardino,Lucerne Valley Unified,8560 Aliento Road,Lucerne Valley,92356-7678,CA,www.lucernevalleyusd.org,54,Unified School District,34.40804,-116.90672,8/4/2015,2805,68,211,1248,22,,,Yes,,https://lucernevalleyusd.org/
36750690000000,600016,San Bernardino,Upland Unified,390 North Euclid Avenue,Upland,91786-4764,CA,www.upland.k12.ca.us,54,Unified School District,34.098205,-117.65098,6/23/2015,11663,1497,1406,6463,42,,,Yes,,http://www.upland.k12.ca.us
36750770000000,600017,San Bernardino,Apple Valley Unified,12555 Navajo Road,Apple Valley,92308-7256,CA,www.avusd.org,54,Unified School District,34.479814,-117.1901,6/23/2015,14456,1314,1572,8683,71,https://twitter.com/avusd,https://www.facebook.com/pages/Apple-Valley-Unified-School-District/424780165181,Trust,,http://www.avusd.org
37103710000000,691030,San Diego,San Diego County Office of Education,6401 Linda Vista Road,San Diego,92111-7319,CA,www.sdcoe.net,0,County Office of Education (COE),32.771468,-117.1793,6/23/2015,4190,1338,680,2358,69,http://www.twitter.com/SanDiegoCOE,,Trust,,http://www.sdcoe.net/Pages/Home.aspx
37679670000000,602100,San Diego,Alpine Union Elementary,1323 Administration Way,Alpine,91901-2104,CA,www.alpineschools.net,52,Elementary School District,32.836697,-116.77523,6/23/2015,2093,76,248,544,74,https://twitter.com/AUSDSupt,https://www.facebook.com/pages/Alpine-Union-School-District/521228081220711,Trust,,http://www.alpineschools.net
